Module	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
M13	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	2/93	135/5245	0.69685042720364	0.92579857530514	0.92579857530514	FBXO2/TRIM32	2
M13	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	2/93	137/5245	0.704608086981206	0.92579857530514	0.92579857530514	RAC3/SOS1	2
M13	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1/93	68/5245	0.706079434268319	0.92579857530514	0.92579857530514	ATP6V0A4	1
M13	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1/93	69/5245	0.711359444431163	0.92579857530514	0.92579857530514	F12	1
M13	KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION	1/93	70/5245	0.716545605881685	0.92579857530514	0.92579857530514	RAPGEF3	1
M13	KEGG_MELANOMA	KEGG_MELANOMA	1/93	71/5245	0.72163956890642	0.92579857530514	0.92579857530514	PDGFA	1
M13	KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA	1/93	73/5245	0.73155735778764	0.92579857530514	0.92579857530514	SOS1	1
M13	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1/93	74/5245	0.736384342653408	0.92579857530514	0.92579857530514	ITGA7	1
M13	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1/93	76/5245	0.745782185662473	0.92579857530514	0.92579857530514	INPP5A	1
M13	KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	1/93	76/5245	0.745782185662473	0.92579857530514	0.92579857530514	RAC3	1
M13	KEGG_PEROXISOME	KEGG_PEROXISOME	1/93	78/5245	0.754848472638566	0.926404943692785	0.926404943692785	MVK	1
M13	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1/93	83/5245	0.776138610315145	0.932405182969933	0.932405182969932	ITGA7	1
M13	KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	1/93	84/5245	0.780171758172698	0.932405182969933	0.932405182969932	CYCS	1
M13	KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	1/93	87/5245	0.791844881854462	0.932405182969933	0.932405182969932	SOS1	1
M13	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1/93	88/5245	0.79559796948291	0.932405182969933	0.932405182969932	CD8A	1
M13	KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY	1/93	90/5245	0.802904463112997	0.932405182969933	0.932405182969932	ITGA7	1
M13	KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM	1/93	98/5245	0.829634685763806	0.938176132209267	0.938176132209267	NUDT2	1
M13	KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY	2/93	178/5245	0.83051179336484	0.938176132209267	0.938176132209267	LTB4R2/SLC25A4	2
M13	KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY	1/93	101/5245	0.838705437405572	0.938176132209267	0.938176132209267	SOS1	1
M13	KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY	2/93	189/5245	0.854967445010808	0.938176132209267	0.938176132209267	RASGRP2/SOS1	2
M13	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	3/93	272/5245	0.86886055266201	0.938176132209267	0.938176132209267	CHRNB1/LTB4R2/OPRL1	3
M13	KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS	1/93	113/5245	0.870451055440762	0.938176132209267	0.938176132209267	PPP2R5B	1
M13	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1/93	115/5245	0.875104227570768	0.938176132209267	0.938176132209267	RAMP1	1
M13	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1/93	116/5245	0.877368419936444	0.938176132209267	0.938176132209267	RAPGEF3	1
M13	KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	1/93	125/5245	0.896002435224262	0.943423537452092	0.943423537452092	CDKN2D	1
M13	KEGG_SPLICEOSOME	KEGG_SPLICEOSOME	1/93	127/5245	0.89974652182931	0.943423537452092	0.943423537452092	SNU13	1
M13	KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION	1/93	132/5245	0.908533374357235	0.943476965678668	0.943476965678668	ATP6V0A4	1
M13	KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	1/93	155/5245	0.940089130631719	0.953431263747908	0.953431263747908	SOS1	1
M13	KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM	1/93	159/5245	0.944350360163235	0.953431263747908	0.953431263747908	NUDT2	1
M13	KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE	1/93	166/5245	0.951098137461885	0.953431263747908	0.953431263747908	CYCS	1
M13	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2/93	265/5245	0.953431263747908	0.953431263747908	0.953431263747908	PDGFA/VEGFB	2
M14	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	5/82	34/5245	0.000161033748650213	0.0178747461001736	0.0171204301196542	GFUS/MPI/PFKL/PFKM/PHPT1	5
M14	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	4/82	41/5245	0.00362085471720671	0.182498101856511	0.174796664651565	ALAS1/UGT1A1/UGT2B15/UROD	4
M14	KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS	4/82	46/5245	0.00550028386181195	0.182498101856511	0.174796664651565	B4GALT2/DPM2/DPM3/MOGS	4
M14	KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM	3/82	26/5245	0.0073895303061782	0.182498101856511	0.174796664651565	B4GALT2/PFKL/PFKM	3
M14	KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY	3/82	27/5245	0.00822063521876174	0.182498101856511	0.174796664651565	PFKL/PFKM/TKT	3
M14	KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM	3/82	39/5245	0.0224684133262484	0.348826034578826	0.334105542839843	NEU1/NEU4/SMPD1	3
M14	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	2/82	16/5245	0.0251406151047802	0.348826034578826	0.334105542839843	GRHPR/HYI	2
M14	KEGG_OTHER_GLYCAN_DEGRADATION	KEGG_OTHER_GLYCAN_DEGRADATION	2/82	16/5245	0.0251406151047802	0.348826034578826	0.334105542839843	NEU1/NEU4	2
M14	KEGG_PROTEASOME	KEGG_PROTEASOME	3/82	46/5245	0.0345365831571029	0.411255383987878	0.393900367783553	PSMC4/PSMD3/PSME2	3
M14	KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM	6/82	159/5245	0.0372816637750921	0.411255383987878	0.393900367783553	AMPD3/GUK1/NT5C/POLD2/POLR2E/POLR2I	6
M14	KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION	3/82	54/5245	0.051673403126746	0.411255383987878	0.393900367783553	ATP6V0E2/KDELR1/SEC61A1	3
M14	KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS	3/82	55/5245	0.0540579944902441	0.411255383987878	0.393900367783553	HSD17B2/UGT1A1/UGT2B15	3
M14	KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION	5/82	132/5245	0.0547620718867265	0.411255383987878	0.393900367783553	ATP5F1D/ATP6V0E2/NDUFA11/NDUFA3/NDUFB7	5
M14	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	2/82	25/5245	0.0574380288304874	0.411255383987878	0.393900367783553	UGT1A1/UGT2B15	2
M14	KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE	6/82	182/5245	0.0641796991406526	0.411255383987878	0.393900367783553	AP2A1/ATP5F1D/NDUFA3/NDUFB7/POLR2E/POLR2I	6
M14	KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM	4/82	98/5245	0.0664386388298517	0.411255383987878	0.393900367783553	NT5C/POLD2/POLR2E/POLR2I	4
M14	KEGG_HOMOLOGOUS_RECOMBINATION	KEGG_HOMOLOGOUS_RECOMBINATION	2/82	28/5245	0.0702471041201101	0.411255383987878	0.393900367783553	MUS81/POLD2	2
M14	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	2/82	28/5245	0.0702471041201101	0.411255383987878	0.393900367783553	UGT1A1/UGT2B15	2
M14	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	3/82	62/5245	0.0721835659772962	0.411255383987878	0.393900367783553	GAPDH/PFKL/PFKM	3
M14	KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE	2/82	29/5245	0.0747067246350822	0.411255383987878	0.393900367783553	POLR2E/POLR2I	2
M14	KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM	3/82	64/5245	0.0778050726463553	0.411255383987878	0.393900367783553	DGAT1/UGT1A1/UGT2B15	3
M14	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	3/82	71/5245	0.098918229550056	0.498016388833233	0.477000049996742	IFNW1/IRF3/PIN1	3
M14	KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR	2/82	35/5245	0.103192585073553	0.498016388833233	0.477000049996742	MPG/POLD2	2
M14	KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION	2/82	36/5245	0.108195149447553	0.500402566194934	0.479285530447495	POLD2/RNASEH2C	2
M14	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	2/82	44/5245	0.150260964406451	0.649762256331088	0.622342227495874	GFUS/MPI	2
M14	KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS	5/82	181/5245	0.152196564546021	0.649762256331088	0.622342227495874	AP2A1/ARFGAP2/EHD1/RAB11FIP5/VPS28	5
M14	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	1/82	11/5245	0.159281641404999	0.654824525776106	0.627190868690248	VARS2	1
M14	KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM	2/82	49/5245	0.177972006068912	0.698090520295673	0.668631034138103	AGPAT1/DGAT1	2
M14	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	2/82	51/5245	0.189273793912348	0.698090520295673	0.668631034138103	UGT1A1/UGT2B15	2
M14	KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY	2/82	52/5245	0.194962217379873	0.698090520295673	0.668631034138103	AKT1/ULK3	2
M14	KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM	2/82	52/5245	0.194962217379873	0.698090520295673	0.668631034138103	UGT1A1/UGT2B15	2
M14	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	1/82	15/5245	0.210756256501239	0.708907408231439	0.678991448377196	B4GALT2	1
M14	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	1/82	15/5245	0.210756256501239	0.708907408231439	0.678991448377196	ST6GALNAC6	1
M14	KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM	1/82	16/5245	0.223130632594336	0.728455888763861	0.697714981177335	PHPT1	1
M14	KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE	4/82	166/5245	0.260748875006402	0.762958121695707	0.730761216607552	ATP5F1D/GAPDH/NDUFA3/NDUFB7	4
M14	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	2/82	67/5245	0.281901415975635	0.762958121695707	0.730761216607552	AKT1/CPT1C	2
M14	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1/82	21/5245	0.282185231042103	0.762958121695707	0.730761216607552	HYAL2	1
M14	KEGG_LYSOSOME	KEGG_LYSOSOME	3/82	121/5245	0.293395952568345	0.762958121695707	0.730761216607552	CTSD/NEU1/SMPD1	3
M14	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1/82	22/5245	0.293452614475209	0.762958121695707	0.730761216607552	B3GALT6	1
M14	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	2/82	70/5245	0.299368440241238	0.762958121695707	0.730761216607552	UGT1A1/UGT2B15	2
M14	KEGG_MISMATCH_REPAIR	KEGG_MISMATCH_REPAIR	1/82	23/5245	0.304545259624172	0.762958121695707	0.730761216607552	POLD2	1
M14	KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM	1/82	23/5245	0.304545259624172	0.762958121695707	0.730761216607552	CA9	1
M14	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	2/82	72/5245	0.3109806249752	0.762958121695707	0.730761216607552	UGT1A1/UGT2B15	2
M14	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1/82	24/5245	0.315465843444704	0.762958121695707	0.730761216607552	NT5C	1
M14	KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT	1/82	24/5245	0.315465843444704	0.762958121695707	0.730761216607552	SEC61A1	1
M14	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1/82	25/5245	0.326217002386963	0.762958121695707	0.730761216607552	DPM2	1
M14	KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE	3/82	130/5245	0.332203752970724	0.762958121695707	0.730761216607552	ATP5F1D/NDUFA3/NDUFB7	3
M14	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	1/82	26/5245	0.336801333000807	0.762958121695707	0.730761216607552	B3GALT6	1
M14	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1/82	26/5245	0.336801333000807	0.762958121695707	0.730761216607552	B4GALT2	1
M14	KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	2/82	84/5245	0.379586829436905	0.826755156086728	0.791866010097293	AKT1/TRAF4	2
M14	KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE	1/82	31/5245	0.387308721770359	0.826755156086728	0.791866010097293	IDH3B	1
M14	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1/82	31/5245	0.387308721770359	0.826755156086728	0.791866010097293	ALAS1	1
M14	KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM	1/82	33/5245	0.40643045670633	0.851203409328352	0.815282544733652	PAFAH1B3	1
M14	KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY	1/82	35/5245	0.424962466413583	0.8706013359603	0.833861877022194	ULK3	1
M14	KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	3/82	155/5245	0.438822429963813	0.8706013359603	0.833861877022194	AKT1/IFNW1/IL23R	3
M14	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	2/82	96/5245	0.445293500203574	0.8706013359603	0.833861877022194	AKT1/SCIN	2
M14	KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM	1/82	40/5245	0.468829042279074	0.8706013359603	0.833861877022194	GRHPR	1
M14	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2/82	102/5245	0.476715739449855	0.8706013359603	0.833861877022194	AKT1/IRF3	2
M14	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1/82	41/5245	0.477197153428567	0.8706013359603	0.833861877022194	VARS2	1
M14	KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER	1/82	42/5245	0.485435015346103	0.8706013359603	0.833861877022194	DAPK3	1
M14	KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM	1/82	42/5245	0.485435015346103	0.8706013359603	0.833861877022194	CPT1C	1
M14	KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR	1/82	44/5245	0.501527971787469	0.8706013359603	0.833861877022194	POLD2	1
M14	KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY	1/82	47/5245	0.524739625272194	0.8706013359603	0.833861877022194	DTX3	1
M14	KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER	1/82	52/5245	0.561075816472473	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION	1/82	52/5245	0.561075816472473	0.8706013359603	0.833861877022194	TAS2R4	1
M14	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1/82	53/5245	0.568006643171733	0.8706013359603	0.833861877022194	TOMM40	1
M14	KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM	1/82	54/5245	0.574829342566941	0.8706013359603	0.833861877022194	PYCR1	1
M14	KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER	1/82	54/5245	0.574829342566941	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	1/82	55/5245	0.581545581039203	0.8706013359603	0.833861877022194	IRF3	1
M14	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1/82	56/5245	0.588156999604672	0.8706013359603	0.833861877022194	TUBB2B	1
M14	KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA	1/82	57/5245	0.594665214295829	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	1/82	58/5245	0.601071816537106	0.8706013359603	0.833861877022194	CBR1	1
M14	KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE	2/82	129/5245	0.604038370691879	0.8706013359603	0.833861877022194	EFNA3/NGEF	2
M14	KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION	1/82	59/5245	0.607378373514927	0.8706013359603	0.833861877022194	DCPS	1
M14	KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER	1/82	62/5245	0.625713088779611	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1/82	62/5245	0.625713088779611	0.8706013359603	0.833861877022194	CARD6	1
M14	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	2/82	135/5245	0.629012925891561	0.8706013359603	0.833861877022194	STUB1/UBE2M	2
M14	KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY	2/82	137/5245	0.637066355781375	0.8706013359603	0.833861877022194	AKT1/PPP1CA	2
M14	KEGG_GLIOMA	KEGG_GLIOMA	1/82	65/5245	0.643201564040118	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1/82	68/5245	0.659882397430311	0.8706013359603	0.833861877022194	ATP6V0E2	1
M14	KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY	1/82	69/5245	0.665269618487045	0.8706013359603	0.833861877022194	CPT1C	1
M14	KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION	1/82	70/5245	0.670572534113796	0.8706013359603	0.833861877022194	PPP1CA	1
M14	KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	1/82	70/5245	0.670572534113796	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA	1/82	70/5245	0.670572534113796	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_MELANOMA	KEGG_MELANOMA	1/82	71/5245	0.675792447582911	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA	1/82	73/5245	0.685988381941615	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1/82	75/5245	0.695867455127354	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY	1/82	76/5245	0.700691220829396	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1/82	77/5245	0.705439396471105	0.8706013359603	0.833861877022194	AGPAT1	1
M14	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1/82	79/5245	0.714713640182181	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1/82	85/5245	0.740840284647308	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY	1/82	86/5245	0.74495871423237	0.8706013359603	0.833861877022194	E2F4	1
M14	KEGG_APOPTOSIS	KEGG_APOPTOSIS	1/82	87/5245	0.749012481519237	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY	1/82	87/5245	0.749012481519237	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1/82	88/5245	0.753002589412882	0.8706013359603	0.833861877022194	PSME2	1
M14	KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	1/82	89/5245	0.756930025454795	0.8706013359603	0.833861877022194	AKT1	1
M14	KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION	1/82	90/5245	0.760795762055398	0.8706013359603	0.833861877022194	TUBB2B	1
M14	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1/82	108/5245	0.82085218711431	0.923110058418509	0.884154726413176	AKT1	1
M14	KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION	2/82	199/5245	0.824734329812317	0.923110058418509	0.884154726413176	AKT1/PPP1CA	2
M14	KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS	1/82	113/5245	0.834706506244242	0.923110058418509	0.884154726413176	PPP1CA	1
M14	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1/82	115/5245	0.839946990092517	0.923110058418509	0.884154726413176	PPP1CA	1
M14	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	2/82	213/5245	0.852863102954785	0.924253846345432	0.885250246381115	PPP1CA/SCIN	2
M14	KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	1/82	125/5245	0.863786015654031	0.924253846345432	0.885250246381115	E2F4	1
M14	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1/82	126/5245	0.865967567747071	0.924253846345432	0.885250246381115	AKT1	1
M14	KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION	1/82	132/5245	0.878350565528716	0.924979093723592	0.88594488825114	AKT1	1
